#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LplA	pdhD	295358.mhp323	295358.mhp504	0.114	0	0	0	0.073	0	0.851	0	0.866
LplA	aceF	295358.mhp323	295358.mhp503	0.153	0	0	0	0.073	0.293	0.851	0	0.906
LplA	mhp324	295358.mhp323	295358.mhp324	0.919	0	0	0	0.107	0	0	0	0.924
LplA	mhp325	295358.mhp323	295358.mhp325	0.919	0	0	0	0.074	0.537	0.851	0	0.994
OppB	mhp164	295358.mhp501	295358.mhp164	0.152	0	0	0	0.139	0.178	0.800	0	0.863
OppB	oppF	295358.mhp501	295358.mhp166	0.209	0.018	0.775	0	0.115	0.127	0.800	0	0.967
OppB	oppD	295358.mhp501	295358.mhp167	0.162	0.014	0.771	0	0.115	0.127	0.800	0	0.964
OppB	oppC	295358.mhp501	295358.mhp168	0.523	0	0.781	0	0.110	0.156	0.800	0	0.981
OppB	oppB	295358.mhp501	295358.mhp169	0.065	0	0.782	0.607	0	0	0.800	0	0.864
OppB	apt	295358.mhp501	295358.mhp266	0.151	0.476	0	0	0	0	0	0	0.536
OppB	yx1	295358.mhp501	295358.mhp495	0.507	0	0	0	0	0	0	0	0.507
OppB	mhp496	295358.mhp501	295358.mhp496	0.463	0	0	0	0	0	0	0	0.463
OppB	OppF	295358.mhp501	295358.mhp498	0.919	0	0.764	0	0.112	0.127	0.800	0	0.996
OppB	OppD	295358.mhp501	295358.mhp499	0.864	0.031	0.774	0	0.115	0.127	0.800	0	0.994
OppB	OppC	295358.mhp501	295358.mhp500	0.919	0.135	0.785	0	0.110	0.156	0.800	0	0.997
OppB	mhp502	295358.mhp501	295358.mhp502	0.919	0	0	0	0	0	0	0	0.919
OppC	mhp164	295358.mhp500	295358.mhp164	0.152	0	0	0	0.102	0.125	0.800	0	0.848
OppC	oppF	295358.mhp500	295358.mhp166	0.099	0.179	0.775	0	0.185	0.129	0.800	0	0.970
OppC	oppD	295358.mhp500	295358.mhp167	0.162	0.231	0.772	0	0.185	0.129	0.800	0	0.974
OppC	oppC	295358.mhp500	295358.mhp168	0.065	0	0.782	0.637	0	0	0.800	0	0.859
OppC	oppB	295358.mhp500	295358.mhp169	0.176	0.223	0.781	0	0.110	0.156	0.800	0	0.974
OppC	yx1	295358.mhp500	295358.mhp495	0.511	0	0	0	0	0.125	0	0	0.554
OppC	mhp496	295358.mhp500	295358.mhp496	0.463	0	0	0	0	0	0	0	0.463
OppC	OppF	295358.mhp500	295358.mhp498	0.919	0.007	0.762	0	0.115	0.126	0.800	0	0.996
OppC	OppD	295358.mhp500	295358.mhp499	0.864	0.369	0.777	0	0.185	0.129	0.800	0	0.996
OppC	mhp502	295358.mhp500	295358.mhp502	0.919	0	0	0	0	0	0	0	0.919
OppD	ecfA2	295358.mhp499	295358.mhp115	0.081	0.410	0	0.600	0.073	0	0	0	0.453
OppD	mhp164	295358.mhp499	295358.mhp164	0.162	0	0	0	0.115	0.126	0.800	0	0.853
OppD	oppF	295358.mhp499	295358.mhp166	0.162	0	0.780	0.686	0	0	0.800	0	0.867
OppD	oppD	295358.mhp499	295358.mhp167	0	0	0.784	0.862	0	0	0.800	0	0.821
OppD	oppC	295358.mhp499	295358.mhp168	0.162	0.270	0.761	0	0.185	0.129	0.800	0	0.974
OppD	oppB	295358.mhp499	295358.mhp169	0.162	0.023	0.746	0	0.115	0.127	0.800	0	0.961
OppD	yx1	295358.mhp499	295358.mhp495	0.494	0	0	0	0	0	0	0	0.494
OppD	mhp496	295358.mhp499	295358.mhp496	0.463	0	0	0	0	0	0	0	0.463
OppD	OppF	295358.mhp499	295358.mhp498	0.864	0	0.779	0.656	0.172	0.221	0.800	0	0.985
OppD	mhp502	295358.mhp499	295358.mhp502	0.864	0	0	0	0	0	0	0	0.864
OppF	obg	295358.mhp498	295358.mhp043	0.475	0	0	0	0	0	0	0	0.475
OppF	mhp164	295358.mhp498	295358.mhp164	0.475	0	0	0	0.101	0.126	0.800	0	0.906
OppF	oppF	295358.mhp498	295358.mhp166	0.127	0	0.776	0.671	0.172	0.221	0.800	0	0.904
OppF	oppD	295358.mhp498	295358.mhp167	0.162	0	0.770	0.616	0.172	0.221	0.800	0	0.913
OppF	oppC	295358.mhp498	295358.mhp168	0.152	0.001	0.705	0	0.115	0.126	0.800	0	0.954
OppF	oppB	295358.mhp498	295358.mhp169	0.206	0	0.714	0	0.112	0.127	0.800	0	0.958
OppF	yx1	295358.mhp498	295358.mhp495	0.520	0	0	0	0	0	0	0	0.520
OppF	mhp496	295358.mhp498	295358.mhp496	0.463	0	0	0	0	0	0	0	0.463
OppF	hlyC	295358.mhp498	295358.mhp663	0.475	0	0	0	0	0	0	0	0.475
OppF	mhp502	295358.mhp498	295358.mhp502	0.919	0	0	0	0	0	0	0	0.919
P97	mhp132	295358.mhp183	295358.mhp132	0	0	0.782	0	0	0	0	0	0.782
P97	mhp452	295358.mhp183	295358.mhp452	0	0	0.438	0	0	0	0	0	0.438
P97	mhp375	295358.mhp183	295358.mhp375	0.067	0	0.493	0	0	0	0	0	0.506
P97	aprE	295358.mhp183	295358.mhp292	0.066	0	0.545	0	0	0	0	0	0.556
P97	mhp696	295358.mhp183	295358.mhp696	0	0	0.780	0	0	0	0	0	0.780
PdhD	mhp009	295358.mhp587	295358.mhp009	0.460	0	0	0	0.072	0.128	0	0	0.524
PdhD	rnr	295358.mhp587	295358.mhp038	0.113	0	0	0	0	0	0.719	0	0.740
PdhD	atpA	295358.mhp587	295358.mhp053	0.113	0	0	0	0.335	0.135	0	0	0.445
PdhD	atpG	295358.mhp587	295358.mhp054	0.150	0	0	0	0.289	0.197	0	0	0.472
PdhD	rpoD	295358.mhp587	295358.mhp063	0.095	0	0	0	0.102	0.488	0	0	0.547
PdhD	mhp067	295358.mhp587	295358.mhp067	0.096	0	0	0	0	0	0.543	0	0.569
PdhD	lplA	295358.mhp587	295358.mhp125	0.163	0	0	0	0.073	0	0.851	0	0.874
PdhD	secD	295358.mhp587	295358.mhp139	0.560	0	0	0	0.072	0	0	0	0.574
PdhD	glyA	295358.mhp587	295358.mhp154	0.115	0	0	0	0.079	0.124	0.900	0	0.919
PdhD	pdhB	295358.mhp587	295358.mhp264	0.163	0	0	0	0.387	0.639	0.984	0	0.996
PdhD	pdhA	295358.mhp587	295358.mhp265	0.163	0	0	0	0.144	0.124	0.984	0	0.988
PdhD	mhp325	295358.mhp587	295358.mhp325	0.153	0	0	0	0.072	0	0.968	0	0.973
PdhD	mhp408	295358.mhp587	295358.mhp408	0.096	0	0	0	0.082	0.436	0	0	0.491
PdhD	yx1	295358.mhp587	295358.mhp495	0.096	0	0	0	0.073	0	0.580	0	0.617
PdhD	aceF	295358.mhp587	295358.mhp503	0.162	0	0.237	0	0.389	0.897	0.984	0	0.999
PdhD	pdhD	295358.mhp587	295358.mhp504	0	0	0.785	0.800	0	0	0.800	0	0.831
PdhD	nagA	295358.mhp587	295358.mhp588	0.559	0	0	0	0	0	0	0	0.559
PdhD	mhp611	295358.mhp587	295358.mhp611	0.204	0	0	0	0.089	0	0.543	0	0.639
PdhD	prsA	295358.mhp587	295358.mhp675	0.065	0	0	0	0.115	0.273	0.851	0	0.898
Pr1	rnr	295358.mhp685	295358.mhp038	0.096	0	0	0	0	0	0.485	0	0.514
Pr1	ffh	295358.mhp685	295358.mhp060	0.070	0	0.379	0	0.074	0.124	0	0	0.468
Pr1	mhp067	295358.mhp685	295358.mhp067	0.094	0	0	0	0.074	0.125	0.385	0	0.488
Pr1	dnaK	295358.mhp685	295358.mhp072	0.041	0	0.178	0	0	0.129	0.820	0	0.859
Pr1	ecfA2	295358.mhp685	295358.mhp115	0.081	0.018	0.460	0	0	0	0	0	0.482
Pr1	mhp127	295358.mhp685	295358.mhp127	0.095	0	0	0	0	0	0.827	0	0.836
Pr1	glpK	295358.mhp685	295358.mhp370	0.095	0	0	0	0	0.126	0.850	0	0.870
Pr1	yx1	295358.mhp685	295358.mhp495	0.095	0	0	0	0.072	0.126	0.385	0	0.488
Pr1	mhp586	295358.mhp685	295358.mhp586	0.067	0	0.163	0	0	0	0.850	0	0.872
Pr1	mhp611	295358.mhp685	295358.mhp611	0.096	0	0	0	0.074	0.125	0.385	0	0.489
Pr1	cysS	295358.mhp685	295358.mhp661	0.099	0	0.441	0	0.073	0.124	0	0	0.536
Pr1	ksgA	295358.mhp685	295358.mhp673	0.094	0	0.417	0	0.057	0	0	0	0.458
Pr1	pr2	295358.mhp685	295358.mhp686	0.860	0	0.772	0.603	0	0	0	0	0.902
Rpe	pheT	295358.mhp577	295358.mhp105	0.560	0	0	0	0.099	0	0	0	0.586
Rpe	rpe	295358.mhp577	295358.mhp231	0	0	0.175	0.636	0	0	0.800	0	0.810
Rpe	mhp234	295358.mhp577	295358.mhp234	0.560	0	0	0	0.072	0	0	0	0.574
Rpe	tktA	295358.mhp577	295358.mhp431	0.153	0	0	0	0.109	0.678	0.900	0	0.972
Rpe	araD	295358.mhp577	295358.mhp439	0.100	0	0	0	0	0	0.900	0	0.906
Rpe	nadD	295358.mhp577	295358.mhp474	0.532	0	0	0	0	0	0	0	0.532
Rpe	pgk	295358.mhp577	295358.mhp488	0.153	0	0	0	0.115	0.315	0	0	0.441
Rpe	mhp490	295358.mhp577	295358.mhp490	0.560	0	0	0	0.076	0	0	0	0.576
Rpe	SgaT	295358.mhp577	295358.mhp571	0.828	0	0	0	0	0	0	0	0.828
Rpe	mhp572	295358.mhp577	295358.mhp572	0.870	0	0	0	0	0	0	0	0.870
Rpe	mhp573	295358.mhp577	295358.mhp573	0.878	0	0	0	0.076	0	0	0	0.882
Rpe	mhp574	295358.mhp577	295358.mhp574	0.862	0	0	0	0	0	0	0	0.862
Rpe	mhp575	295358.mhp577	295358.mhp575	0.866	0	0	0	0	0	0	0	0.866
Rpe	mhp576	295358.mhp577	295358.mhp576	0.871	0	0	0	0	0	0	0	0.871
Rpe	mhp586	295358.mhp577	295358.mhp586	0.063	0	0	0	0.074	0.536	0	0	0.562
Rpe	mhp594	295358.mhp577	295358.mhp594	0.153	0	0	0	0	0	0.900	0	0.911
SgaT	ptsH	295358.mhp571	295358.mhp628	0.119	0	0	0	0	0	0.800	0	0.816
SgaT	mhp576	295358.mhp571	295358.mhp576	0.823	0	0	0	0	0	0	0	0.823
SgaT	mhp575	295358.mhp571	295358.mhp575	0.823	0	0	0	0	0	0	0	0.823
SgaT	mhp574	295358.mhp571	295358.mhp574	0.826	0	0	0	0	0	0	0	0.826
SgaT	mhp572	295358.mhp571	295358.mhp572	0.835	0	0.250	0	0.484	0	0.800	0	0.985
SgaT	mhp573	295358.mhp571	295358.mhp573	0.839	0	0.723	0	0.104	0	0.800	0	0.990
SpoU	mhp067	295358.mhp239	295358.mhp067	0.560	0	0	0	0	0	0	0	0.560
SpoU	ribF	295358.mhp239	295358.mhp102	0.475	0	0	0	0	0	0	0	0.475
SpoU	serS	295358.mhp239	295358.mhp128	0.475	0	0	0	0.100	0	0	0	0.507
SpoU	aspS	295358.mhp239	295358.mhp137	0.475	0	0	0	0.111	0	0	0	0.513
SpoU	hisS	295358.mhp239	295358.mhp138	0.475	0	0	0	0.075	0	0	0	0.493
SpoU	secD	295358.mhp239	295358.mhp139	0.560	0	0	0	0.115	0	0	0	0.593
SpoU	mhp234	295358.mhp239	295358.mhp234	0.773	0	0	0	0.075	0	0	0	0.781
SpoU	mhp235	295358.mhp239	295358.mhp235	0.548	0	0	0	0	0	0	0	0.548
SpoU	mhp236	295358.mhp239	295358.mhp236	0.548	0	0	0	0	0	0	0	0.548
SpoU	mhp237	295358.mhp239	295358.mhp237	0.548	0	0	0	0	0	0	0	0.548
SpoU	spoU	295358.mhp239	295358.mhp238	0.919	0	0	0	0	0	0	0	0.919
SpoU	mhp631	295358.mhp239	295358.mhp631	0.067	0	0	0	0	0.459	0	0	0.473
SpoU	mhp639	295358.mhp239	295358.mhp639	0.067	0	0	0	0	0.459	0	0	0.473
SpoU	mhp408	295358.mhp239	295358.mhp408	0.475	0	0	0	0	0	0	0	0.475
SpoU	trxB	295358.mhp239	295358.mhp281	0.475	0	0	0	0	0	0	0	0.475
SpoU	dnaE	295358.mhp239	295358.mhp599	0.475	0	0	0	0	0	0	0	0.475
SpoU	pgk	295358.mhp239	295358.mhp488	0.475	0	0	0	0	0	0	0	0.475
SpoU	greA	295358.mhp239	295358.mhp690	0.475	0	0	0	0	0	0	0	0.475
SpoU	tpiA	295358.mhp239	295358.mhp277	0.475	0	0	0	0	0	0	0	0.475
SpoU	mhp394	295358.mhp239	295358.mhp394	0.475	0	0	0	0	0	0	0	0.475
SpoU	mhp294	295358.mhp239	295358.mhp294	0.523	0	0	0	0.075	0	0	0	0.539
SpoU	nadD	295358.mhp239	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
SpoU	mhp611	295358.mhp239	295358.mhp611	0.560	0	0	0	0	0	0	0	0.560
SpoU	mhp244	295358.mhp239	295358.mhp244	0.574	0	0	0	0	0	0	0	0.574
SpoU	prfA	295358.mhp239	295358.mhp243	0.726	0	0	0	0.074	0	0	0	0.735
SpoU	trmB	295358.mhp239	295358.mhp463	0.523	0	0	0	0.078	0	0	0	0.541
SpoU	hemK	295358.mhp239	295358.mhp242	0.720	0	0	0	0	0	0	0	0.720
SpoU	trmU	295358.mhp239	295358.mhp433	0.475	0	0	0	0.103	0.124	0	0	0.551
SpoU	mhp240	295358.mhp239	295358.mhp240	0.853	0	0	0	0	0	0	0	0.853
SpoU	gltX	295358.mhp239	295358.mhp241	0.869	0	0	0	0	0	0	0	0.869
aceF	mhp009	295358.mhp503	295358.mhp009	0.096	0	0	0	0	0.750	0	0	0.764
aceF	atpA	295358.mhp503	295358.mhp053	0.096	0	0	0	0.326	0.423	0	0	0.617
aceF	atpG	295358.mhp503	295358.mhp054	0.097	0	0	0	0.491	0	0	0	0.520
aceF	lplA	295358.mhp503	295358.mhp125	0.523	0	0	0	0.073	0.293	0.851	0	0.947
aceF	mmsA	295358.mhp503	295358.mhp153	0.079	0	0	0	0.077	0	0.800	0	0.815
aceF	pdhB	295358.mhp503	295358.mhp264	0.523	0	0	0	0.796	0.765	0.984	0	0.999
aceF	pdhA	295358.mhp503	295358.mhp265	0.523	0	0	0	0.729	0.999	0.984	0	0.999
aceF	mhp325	295358.mhp503	295358.mhp325	0.134	0	0	0	0.072	0.464	0.999	0	0.999
aceF	pepA	295358.mhp503	295358.mhp462	0.475	0	0	0	0.103	0	0	0	0.508
aceF	ldh	295358.mhp503	295358.mhp469	0.153	0	0	0	0.254	0.216	0	0	0.461
aceF	prsA	295358.mhp503	295358.mhp675	0.068	0	0	0	0.234	0.621	0.852	0	0.954
aceF	pta	295358.mhp503	295358.mhp506	0.505	0	0	0	0.074	0	0.900	0	0.950
aceF	pdhD	295358.mhp503	295358.mhp504	0.864	0.002	0.415	0	0.389	0.897	0.984	0	0.999
ackA	ftsY	295358.mhp505	295358.mhp008	0.475	0	0	0	0	0	0	0	0.475
ackA	pacL	295358.mhp505	295358.mhp111	0.475	0	0	0	0.074	0	0	0	0.493
ackA	pyk	295358.mhp505	295358.mhp255	0.475	0	0	0	0.075	0	0	0	0.493
ackA	rnc	295358.mhp505	295358.mhp412	0.475	0	0	0	0	0	0	0	0.475
ackA	engB	295358.mhp505	295358.mhp448	0.523	0	0	0	0	0	0	0	0.523
ackA	pta	295358.mhp505	295358.mhp506	0.919	0.184	0	0	0.825	0.540	0.900	0	0.999
acpD	licA	295358.mhp453	295358.mhp042	0	0	0.672	0	0	0	0	0	0.672
acpD	mhp164	295358.mhp453	295358.mhp164	0.058	0	0.476	0	0	0	0	0	0.485
acpD	mhp220	295358.mhp453	295358.mhp220	0.066	0	0.702	0	0	0	0	0	0.709
acpD	mhp246	295358.mhp453	295358.mhp246	0.062	0	0.648	0	0	0	0	0	0.655
acpD	mhp267	295358.mhp453	295358.mhp267	0.060	0	0.580	0	0	0	0	0	0.588
acpD	mhp452	295358.mhp453	295358.mhp452	0.561	0	0.606	0	0	0	0	0	0.819
acpD	mhp554	295358.mhp453	295358.mhp554	0.104	0	0.639	0	0	0	0	0	0.662
acpD	rpmE	295358.mhp453	295358.mhp455	0.674	0	0	0	0	0	0	0	0.674
acpD	mhp692	295358.mhp453	295358.mhp692	0	0	0.761	0	0	0	0	0	0.761
acpD	azoR	295358.mhp453	295358.mhp454	0.866	0	0.761	0.737	0	0	0	0	0.892
adk	obg	295358.mhp208	295358.mhp043	0.475	0	0	0	0.109	0	0	0	0.512
adk	atpB	295358.mhp208	295358.mhp049	0.128	0	0	0	0.115	0	0.900	0	0.916
adk	atpE	295358.mhp208	295358.mhp050	0.119	0	0	0	0.115	0	0.900	0	0.915
adk	atpF	295358.mhp208	295358.mhp051	0.064	0	0	0	0.240	0	0.900	0	0.922
adk	atpH	295358.mhp208	295358.mhp052	0.117	0	0	0	0.112	0	0.900	0	0.914
adk	atpA	295358.mhp208	295358.mhp053	0.097	0	0	0	0.186	0	0.900	0	0.920
adk	atpG	295358.mhp208	295358.mhp054	0.059	0	0	0	0.234	0	0.900	0	0.921
adk	atpD	295358.mhp208	295358.mhp055	0.082	0	0	0	0.176	0	0.900	0	0.917
adk	fusA	295358.mhp208	295358.mhp083	0.475	0	0.152	0	0.231	0.125	0	0	0.660
adk	rpsG	295358.mhp208	295358.mhp084	0.475	0	0	0	0.244	0.125	0	0	0.622
adk	rpsL	295358.mhp208	295358.mhp085	0.475	0	0	0	0.137	0	0	0	0.527
adk	pheT	295358.mhp208	295358.mhp105	0.560	0	0	0	0.115	0	0	0	0.593
adk	mhp114	295358.mhp208	295358.mhp114	0.475	0	0	0	0	0	0	0	0.475
adk	hpt	295358.mhp208	295358.mhp117	0.475	0.784	0	0	0.106	0	0	0	0.889
adk	rpsT	295358.mhp208	295358.mhp135	0.475	0	0	0	0.113	0	0	0	0.514
adk	aspS	295358.mhp208	295358.mhp137	0.475	0	0	0	0.115	0	0	0	0.515
adk	nrdF	295358.mhp208	295358.mhp156	0.066	0	0	0	0	0	0.900	0	0.902
adk	nrdE	295358.mhp208	295358.mhp158	0.079	0	0	0	0.101	0	0.900	0	0.909
adk	rps10	295358.mhp208	295358.mhp186	0.523	0	0	0	0.231	0	0	0	0.617
adk	rpl3	295358.mhp208	295358.mhp187	0.523	0	0	0	0.265	0	0	0	0.634
adk	rpl4	295358.mhp208	295358.mhp188	0.523	0	0	0	0.408	0	0	0	0.705
adk	rpl23	295358.mhp208	295358.mhp189	0.523	0	0	0	0.114	0	0	0	0.559
adk	rpl2	295358.mhp208	295358.mhp190	0.523	0	0	0	0.250	0	0	0	0.626
adk	rps19	295358.mhp208	295358.mhp191	0.523	0	0	0	0.387	0	0	0	0.695
adk	rpl22	295358.mhp208	295358.mhp193	0.695	0	0	0	0.819	0	0	0	0.942
adk	rps3	295358.mhp208	295358.mhp194	0.695	0	0	0	0.739	0	0	0	0.917
adk	rpl16	295358.mhp208	295358.mhp195	0.695	0	0	0	0.256	0	0	0	0.763
adk	rpl29	295358.mhp208	295358.mhp196	0.695	0	0	0	0.516	0	0	0	0.846
adk	rps17	295358.mhp208	295358.mhp197	0.695	0	0	0	0.719	0	0	0	0.910
adk	rpl14	295358.mhp208	295358.mhp198	0.695	0	0	0	0.458	0.125	0	0	0.842
adk	rpl24	295358.mhp208	295358.mhp199	0.695	0	0	0	0.848	0	0	0	0.951
adk	rpl5	295358.mhp208	295358.mhp200	0.695	0	0	0	0.493	0	0	0	0.838
adk	rps14	295358.mhp208	295358.mhp201	0.731	0	0	0	0.103	0	0	0	0.749
adk	rps8	295358.mhp208	295358.mhp202	0.731	0	0	0	0.826	0	0	0	0.951
adk	rpl6	295358.mhp208	295358.mhp203	0.731	0	0	0	0.271	0	0	0	0.796
adk	rpl18	295358.mhp208	295358.mhp204	0.731	0	0	0	0.470	0	0	0	0.851
adk	rps5	295358.mhp208	295358.mhp205	0.731	0	0	0	0.378	0	0	0	0.825
adk	rpl15	295358.mhp208	295358.mhp206	0.843	0	0	0	0.848	0	0	0	0.975
adk	secY	295358.mhp208	295358.mhp207	0.843	0	0	0	0.249	0	0	0	0.877
adk	mhp434	295358.mhp208	295358.mhp434	0.065	0	0	0	0.101	0.427	0	0	0.476
adk	ksgA	295358.mhp208	295358.mhp673	0.475	0	0	0	0.073	0	0	0	0.492
adk	mhp554	295358.mhp208	295358.mhp554	0.475	0	0	0	0.105	0	0	0	0.510
adk	rplJ	295358.mhp208	295358.mhp638	0.219	0	0.288	0	0.112	0	0	0	0.463
adk	mhp611	295358.mhp208	295358.mhp611	0.560	0	0	0	0	0	0	0	0.560
adk	rpsD	295358.mhp208	295358.mhp593	0.475	0	0	0	0.132	0	0	0	0.524
adk	rpsI	295358.mhp208	295358.mhp671	0.475	0	0	0	0.134	0	0	0	0.525
adk	rplK	295358.mhp208	295358.mhp459	0.428	0	0	0	0.150	0	0	0	0.493
adk	rpoC	295358.mhp208	295358.mhp635	0.475	0	0	0	0.190	0	0	0	0.556
adk	pfkA	295358.mhp208	295358.mhp269	0.475	0	0	0	0.077	0	0	0	0.494
adk	rplM	295358.mhp208	295358.mhp672	0.475	0	0	0	0.224	0	0	0	0.575
adk	mhp655	295358.mhp208	295358.mhp655	0.096	0	0	0	0.073	0.463	0	0	0.510
adk	rplL	295358.mhp208	295358.mhp637	0.475	0	0	0	0.233	0.125	0	0	0.616
adk	rpoB	295358.mhp208	295358.mhp636	0.475	0	0	0	0.160	0	0	0	0.540
adk	tuf	295358.mhp208	295358.mhp540	0.475	0	0	0	0.231	0.126	0	0	0.616
adk	ppa	295358.mhp208	295358.mhp622	0.475	0	0	0	0.256	0	0	0	0.592
adk	rpl17	295358.mhp208	295358.mhp214	0.706	0	0	0	0.299	0	0	0	0.785
adk	rps13	295358.mhp208	295358.mhp211	0.706	0	0.159	0	0.276	0	0	0	0.805
adk	rps11	295358.mhp208	295358.mhp212	0.706	0	0	0	0.296	0.125	0	0	0.803
adk	ushA	295358.mhp208	295358.mhp651	0.068	0	0	0	0	0	0.900	0	0.902
adk	rsgA	295358.mhp208	295358.mhp230	0.067	0	0	0	0.072	0	0.900	0	0.905
adk	rpoA	295358.mhp208	295358.mhp213	0.706	0	0	0	0.415	0	0	0	0.821
adk	map	295358.mhp208	295358.mhp209	0.919	0	0	0	0.093	0	0	0	0.923
adk	apt	295358.mhp208	295358.mhp266	0.101	0	0	0	0.098	0	0.900	0	0.911
adk	pyk	295358.mhp208	295358.mhp255	0.095	0	0	0	0.085	0.124	0.900	0	0.917
adk	infA	295358.mhp208	295358.mhp210	0.919	0	0	0	0.228	0.127	0	0	0.940
alaS	mhp009	295358.mhp180	295358.mhp009	0.560	0	0	0	0.074	0	0	0	0.575
alaS	gatB	295358.mhp180	295358.mhp030	0.475	0	0	0	0.115	0	0	0	0.515
alaS	ileS	295358.mhp180	295358.mhp033	0.137	0	0	0	0.493	0.344	0	0	0.687
alaS	recA	295358.mhp180	295358.mhp041	0.475	0	0	0	0	0	0	0	0.475
alaS	obg	295358.mhp180	295358.mhp043	0.207	0	0.289	0	0.111	0.124	0	0	0.502
alaS	glyS	295358.mhp180	295358.mhp061	0.195	0	0	0	0.285	0.442	0	0	0.650
alaS	tyrS	295358.mhp180	295358.mhp066	0.226	0	0	0	0.386	0.124	0	0	0.547
alaS	pheT	295358.mhp180	295358.mhp105	0.203	0	0	0	0.446	0.999	0	0	0.999
alaS	pheS	295358.mhp180	295358.mhp106	0.120	0	0.246	0	0.274	0	0	0	0.476
alaS	aspS	295358.mhp180	295358.mhp137	0.475	0	0.263	0	0.259	0	0	0	0.688
alaS	hisS	295358.mhp180	295358.mhp138	0.475	0	0	0	0.386	0	0	0	0.663
alaS	secD	295358.mhp180	295358.mhp139	0.560	0	0	0	0.103	0	0	0	0.588
alaS	mhp173	295358.mhp180	295358.mhp173	0.649	0	0	0	0.073	0	0	0	0.661
alaS	lysS	295358.mhp180	295358.mhp174	0.652	0	0	0	0.242	0	0	0	0.725
alaS	ftsH	295358.mhp180	295358.mhp175	0.683	0	0.241	0	0.100	0	0	0	0.764
alaS	tilS	295358.mhp180	295358.mhp176	0.780	0	0	0	0.080	0	0	0	0.789
alaS	pth	295358.mhp180	295358.mhp177	0.773	0	0	0	0	0	0	0	0.773
alaS	mhp178	295358.mhp180	295358.mhp178	0.849	0	0	0	0	0	0	0	0.849
alaS	mhp179	295358.mhp180	295358.mhp179	0.919	0	0	0	0.094	0	0	0	0.923
alaS	tktA	295358.mhp180	295358.mhp431	0.385	0	0	0	0.093	0	0	0	0.418
alaS	glpQ	295358.mhp180	295358.mhp317	0.167	0	0	0	0	0	0.385	0	0.465
alaS	mhp555	295358.mhp180	295358.mhp555	0.067	0	0	0	0.073	0.124	0.385	0	0.471
alaS	mhp254	295358.mhp180	295358.mhp254	0.067	0	0	0	0.073	0.124	0.385	0	0.471
alaS	mhp376	295358.mhp180	295358.mhp376	0.475	0	0	0	0	0	0	0	0.475
alaS	mhp662	295358.mhp180	295358.mhp662	0.475	0	0	0	0	0	0	0	0.475
alaS	mhp375	295358.mhp180	295358.mhp375	0.475	0	0	0	0	0	0	0	0.475
alaS	nagB	295358.mhp180	295358.mhp591	0.475	0	0	0	0	0	0	0	0.475
alaS	gmk	295358.mhp180	295358.mhp229	0.243	0	0.281	0	0.072	0.126	0	0	0.499
alaS	rpsD	295358.mhp180	295358.mhp593	0.475	0	0	0	0.093	0	0	0	0.503
alaS	mhp220	295358.mhp180	295358.mhp220	0.475	0	0	0	0.101	0	0	0	0.507
alaS	prfA	295358.mhp180	295358.mhp243	0.168	0	0.203	0	0.115	0.124	0	0	0.417
alaS	mhp216	295358.mhp180	295358.mhp216	0.475	0	0	0	0.102	0	0	0	0.508
alaS	efp	295358.mhp180	295358.mhp430	0.475	0	0	0	0.105	0	0	0	0.510
alaS	trxB	295358.mhp180	295358.mhp281	0.475	0	0	0	0.115	0	0	0	0.515
alaS	cysS	295358.mhp180	295358.mhp661	0.116	0	0	0	0.440	0	0	0	0.483
alaS	greA	295358.mhp180	295358.mhp690	0.523	0	0	0	0	0	0	0	0.523
alaS	pepP	295358.mhp180	295358.mhp680	0.475	0	0	0	0.159	0	0	0	0.539
alaS	trmU	295358.mhp180	295358.mhp433	0.523	0	0	0	0.076	0	0	0	0.540
alaS	proS	295358.mhp180	295358.mhp397	0.066	0	0	0	0.367	0.151	0	0	0.454
alaS	frr	295358.mhp180	295358.mhp551	0.475	0	0	0	0.109	0.124	0	0	0.554
alaS	infB	295358.mhp180	295358.mhp601	0.095	0	0.365	0	0.240	0.124	0	0	0.566
alaS	mhp234	295358.mhp180	295358.mhp234	0.560	0	0	0	0.076	0	0	0	0.576
alaS	nadD	295358.mhp180	295358.mhp474	0.560	0	0	0	0.080	0	0	0	0.577
alaS	mhp611	295358.mhp180	295358.mhp611	0.560	0	0	0	0.115	0	0	0	0.593
alaS	valS	295358.mhp180	295358.mhp694	0.128	0	0	0	0.391	0	0	0	0.446
alaS	rsmE	295358.mhp180	295358.mhp181	0.631	0	0	0	0	0	0	0	0.631
alaS	gltX	295358.mhp180	295358.mhp241	0.243	0	0.261	0	0.236	0.151	0	0	0.588
alaS	thrS	295358.mhp180	295358.mhp608	0.066	0	0.441	0	0.367	0.151	0	0	0.681
alaS	leuS	295358.mhp180	295358.mhp667	0.211	0	0	0	0.688	0.186	0	0	0.782
alaS	glpK	295358.mhp180	295358.mhp370	0.096	0	0	0	0.109	0.127	0.827	0	0.862
alaS	mhp586	295358.mhp180	295358.mhp586	0.135	0	0	0	0.077	0	0.850	0	0.869
