#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
rpl21	rpsB	295358.mhp250	295358.mhp058	0.095	0	0	0	0.830	0.999	0	0	0.999
rpl21	tsf	295358.mhp250	295358.mhp059	0.096	0	0	0	0.814	0	0	0	0.824
rpl21	rpoD	295358.mhp250	295358.mhp063	0.475	0	0	0	0.097	0.123	0	0	0.547
rpl21	rpsG	295358.mhp250	295358.mhp084	0.094	0	0	0	0.814	0.999	0.547	0	0.999
rpl21	rpsL	295358.mhp250	295358.mhp085	0.094	0	0	0	0.739	0.999	0.547	0	0.999
rpl21	rpsP	295358.mhp250	295358.mhp094	0.211	0	0	0	0.830	0.999	0.547	0	0.999
rpl21	trmD	295358.mhp250	295358.mhp095	0.180	0	0	0	0.512	0	0	0	0.582
rpl21	rplS	295358.mhp250	295358.mhp096	0.201	0	0	0	0.733	0.999	0.999	0	0.999
rpl21	smpB	295358.mhp250	295358.mhp110	0.110	0	0	0	0.094	0.950	0	0	0.956
rpl21	serS	295358.mhp250	295358.mhp128	0.475	0	0	0	0.109	0	0	0	0.512
rpl21	rpsT	295358.mhp250	295358.mhp135	0.096	0	0	0	0.289	0.999	0	0	0.999
rpl21	thdF	295358.mhp250	295358.mhp172	0.095	0	0	0	0.112	0.523	0	0	0.583
rpl21	rps10	295358.mhp250	295358.mhp186	0.060	0	0	0	0.970	0.999	0.479	0	0.999
rpl21	rpl3	295358.mhp250	295358.mhp187	0.060	0	0	0	0.847	0.999	0.871	0	0.999
rpl21	rpl4	295358.mhp250	295358.mhp188	0.060	0	0	0	0.818	0.999	0.852	0	0.999
rpl21	rpl23	295358.mhp250	295358.mhp189	0.060	0	0	0	0.849	0.999	0	0	0.999
rpl21	rps19	295358.mhp250	295358.mhp191	0	0	0	0	0.733	0.999	0	0	0.999
rpl21	rpl22	295358.mhp250	295358.mhp193	0.059	0	0	0	0.848	0.999	0.852	0	0.999
rpl21	rps3	295358.mhp250	295358.mhp194	0	0	0	0	0.803	0.999	0	0	0.999
rpl21	rpl29	295358.mhp250	295358.mhp196	0	0	0	0	0.301	0.999	0	0	0.999
rpl21	rps17	295358.mhp250	295358.mhp197	0.059	0	0	0	0.418	0.999	0	0	0.999
rpl21	rpl24	295358.mhp250	295358.mhp199	0.095	0	0	0	0.812	0.999	0.902	0	0.999
rpl21	rpl5	295358.mhp250	295358.mhp200	0.092	0	0	0	0.739	0.999	0	0	0.999
rpl21	rps14	295358.mhp250	295358.mhp201	0.095	0	0	0	0.734	0.999	0.479	0	0.999
rpl21	rps8	295358.mhp250	295358.mhp202	0.096	0	0	0	0.733	0.999	0	0	0.999
rpl21	rpl6	295358.mhp250	295358.mhp203	0.096	0	0	0	0.756	0.999	0	0	0.999
rpl21	rps5	295358.mhp250	295358.mhp205	0.097	0	0	0	0.816	0.999	0.479	0	0.999
rpl21	secY	295358.mhp250	295358.mhp207	0.061	0	0	0	0.389	0.608	0	0	0.755
rpl21	rps13	295358.mhp250	295358.mhp211	0	0	0	0	0.863	0.999	0	0	0.999
rpl21	rps11	295358.mhp250	295358.mhp212	0	0	0	0	0.848	0.999	0.479	0	0.999
rpl21	rpoA	295358.mhp250	295358.mhp213	0.077	0	0	0	0.426	0.612	0	0	0.776
rpl21	tig	295358.mhp250	295358.mhp233	0.196	0	0	0	0.736	0	0	0	0.778
rpl21	spoU	295358.mhp250	295358.mhp238	0.138	0	0	0	0.074	0.408	0	0	0.486
rpl21	rpl27	295358.mhp250	295358.mhp249	0.919	0	0	0	0.875	0.999	0.852	0	0.999
rpl21	ruvA	295358.mhp250	295358.mhp421	0.475	0	0	0	0	0	0	0	0.475
rpl21	valS	295358.mhp250	295358.mhp694	0.475	0	0	0	0.115	0	0	0	0.515
rpl21	ruvB	295358.mhp250	295358.mhp422	0.475	0	0	0	0	0	0	0	0.475
rpl21	ung	295358.mhp250	295358.mhp251	0.596	0	0	0	0.151	0	0	0	0.643
rpl21	secA	295358.mhp250	295358.mhp295	0.204	0	0	0	0.111	0.608	0	0	0.698
rpl21	rpoB	295358.mhp250	295358.mhp636	0.096	0	0	0	0.268	0.608	0	0	0.717
rpl21	rpoC	295358.mhp250	295358.mhp635	0.096	0	0	0	0.102	0.608	0	0	0.653
rpl21	thrS	295358.mhp250	295358.mhp608	0.130	0	0	0	0.182	0.530	0.851	0	0.943
rpl21	tuf	295358.mhp250	295358.mhp540	0.061	0	0	0	0.791	0.935	0	0	0.986
rpl21	rpmH	295358.mhp250	295358.mhp699	0.119	0	0	0	0.445	0.999	0	0	0.999
rpl21	rplL	295358.mhp250	295358.mhp637	0.095	0	0	0	0.819	0.999	0.852	0	0.999
rpl21	rpsF	295358.mhp250	295358.mhp307	0.094	0	0	0	0.869	0.999	0.547	0	0.999
rpl21	rps15	295358.mhp250	295358.mhp276	0.134	0	0	0	0.668	0.999	0	0	0.999
rpl21	rplA	295358.mhp250	295358.mhp458	0.096	0	0	0	0.847	0.999	0.852	0	0.999
rpl21	rplJ	295358.mhp250	295358.mhp638	0.095	0	0	0	0.819	0.999	0	0	0.999
rpl21	rpsD	295358.mhp250	295358.mhp593	0.079	0	0	0	0.935	0.999	0	0	0.999
rpl21	rpmE	295358.mhp250	295358.mhp455	0.475	0	0	0	0.469	0.999	0	0	0.999
rpl21	rpsI	295358.mhp250	295358.mhp671	0.475	0	0	0	0.849	0.999	0.547	0	0.999
rpl21	rps18	295358.mhp250	295358.mhp305	0.065	0	0	0	0.909	0.999	0	0	0.999
rpl21	rplI	295358.mhp250	295358.mhp665	0.082	0	0	0	0.769	0.999	0.941	0	0.999
rpl21	rpl28	295358.mhp250	295358.mhp259	0.192	0	0	0	0.829	0.999	0	0	0.999
rpl21	rpl35	295358.mhp250	295358.mhp257	0.068	0	0	0	0.815	0.999	0	0	0.999
rpl21	rplM	295358.mhp250	295358.mhp672	0.475	0	0	0	0.950	0.999	0.928	0	0.999
rpl21	rplK	295358.mhp250	295358.mhp459	0.096	0	0	0	0.837	0.999	0.941	0	0.999
rpl21	rpmG	295358.mhp250	295358.mhp679	0.065	0	0	0	0.443	0.999	0.851	0	0.999
rpl22	rpsB	295358.mhp193	295358.mhp058	0.187	0	0	0	0.847	0.999	0	0	0.999
rpl22	tsf	295358.mhp193	295358.mhp059	0.178	0	0	0	0.845	0.124	0	0	0.878
rpl22	rpoD	295358.mhp193	295358.mhp063	0.080	0	0.518	0	0.074	0	0	0	0.553
rpl22	rpsG	295358.mhp193	295358.mhp084	0.475	0	0	0	0.897	0.999	0.547	0	0.999
rpl22	rpsL	295358.mhp193	295358.mhp085	0.475	0	0	0	0.848	0.999	0.547	0	0.999
rpl22	rpsP	295358.mhp193	295358.mhp094	0.094	0	0	0	0.743	0.999	0.547	0	0.999
rpl22	trmD	295358.mhp193	295358.mhp095	0.095	0	0	0	0.732	0	0	0	0.747
rpl22	rplS	295358.mhp193	295358.mhp096	0.068	0	0	0	0.733	0.999	0.852	0	0.999
rpl22	smpB	295358.mhp193	295358.mhp110	0.082	0	0	0	0.074	0.950	0	0	0.953
rpl22	rpsT	295358.mhp193	295358.mhp135	0.095	0	0	0	0.158	0.999	0	0	0.999
rpl22	rps10	295358.mhp193	295358.mhp186	0.523	0	0	0	0.999	0.999	0.479	0	0.999
rpl22	rpl3	295358.mhp193	295358.mhp187	0.523	0	0	0	0.999	0.999	0.999	0	0.999
rpl22	rpl4	295358.mhp193	295358.mhp188	0.523	0	0	0	0.999	0.999	0.999	0	0.999
rpl22	rpl23	295358.mhp193	295358.mhp189	0.523	0	0	0	0.999	0.999	0.999	0	0.999
rpl22	rps19	295358.mhp193	295358.mhp191	0.523	0	0	0	0.999	0.999	0	0	0.999
rpl22	tig	295358.mhp193	295358.mhp233	0.095	0	0	0	0.457	0.210	0	0	0.577
rpl22	secA	295358.mhp193	295358.mhp295	0.095	0	0.347	0	0.072	0.608	0	0	0.756
rpl22	thrS	295358.mhp193	295358.mhp608	0.062	0	0	0	0.115	0.415	0.851	0	0.917
rpl22	rpoC	295358.mhp193	295358.mhp635	0.475	0	0.202	0	0.848	0.638	0	0	0.973
rpl22	rpoB	295358.mhp193	295358.mhp636	0.475	0	0.159	0	0.844	0.608	0	0	0.969
rpl22	tuf	295358.mhp193	295358.mhp540	0.475	0	0	0	0.733	0.935	0	0	0.990
rpl22	secY	295358.mhp193	295358.mhp207	0.730	0	0.288	0	0.895	0.754	0	0	0.994
rpl22	rpl5	295358.mhp193	295358.mhp200	0.919	0	0.332	0	0.999	0.999	0.999	0	0.999
rpl22	rplA	295358.mhp193	295358.mhp458	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl22	rps15	295358.mhp193	295358.mhp276	0.068	0	0	0	0.845	0.999	0	0	0.999
rpl22	rps14	295358.mhp193	295358.mhp201	0.841	0	0	0	0.930	0.999	0.479	0	0.999
rpl22	rpsD	295358.mhp193	295358.mhp593	0.475	0	0.221	0	0.999	0.999	0	0	0.999
rpl22	rplJ	295358.mhp193	295358.mhp638	0.475	0	0	0	0.847	0.999	0.999	0	0.999
rpl22	rpl29	295358.mhp193	295358.mhp196	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl22	rpsF	295358.mhp193	295358.mhp307	0.060	0	0	0	0.861	0.999	0.547	0	0.999
rpl22	rplL	295358.mhp193	295358.mhp637	0.475	0	0	0	0.814	0.999	0.852	0	0.999
rpl22	rpmH	295358.mhp193	295358.mhp699	0	0	0	0	0.242	0.999	0	0	0.999
rpl22	rps17	295358.mhp193	295358.mhp197	0.919	0	0	0	0.999	0.999	0	0	0.999
rpl22	rpl6	295358.mhp193	295358.mhp203	0.841	0	0.156	0	0.999	0.999	0.999	0	0.999
rpl22	rps11	295358.mhp193	295358.mhp212	0.618	0	0.173	0	0.999	0.999	0.479	0	0.999
rpl22	rps13	295358.mhp193	295358.mhp211	0.618	0	0	0	0.999	0.999	0	0	0.999
rpl22	rpmG	295358.mhp193	295358.mhp679	0.173	0	0	0	0.479	0.999	0.851	0	0.999
rpl22	rplK	295358.mhp193	295358.mhp459	0.475	0	0	0	0.902	0.999	0.999	0	0.999
rpl22	rpl27	295358.mhp193	295358.mhp249	0.059	0	0	0	0.816	0.999	0.852	0	0.999
rpl22	rps8	295358.mhp193	295358.mhp202	0.841	0	0.218	0	0.999	0.999	0	0	0.999
rpl22	rpl24	295358.mhp193	295358.mhp199	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl22	rpl35	295358.mhp193	295358.mhp257	0.065	0	0	0	0.493	0.999	0	0	0.999
rpl22	rps3	295358.mhp193	295358.mhp194	0.919	0	0.224	0	0.999	0.999	0	0	0.999
rpl22	rplM	295358.mhp193	295358.mhp672	0.475	0	0	0	0.874	0.999	0.999	0	0.999
rpl22	rps18	295358.mhp193	295358.mhp305	0.060	0	0	0	0.849	0.999	0	0	0.999
rpl22	rpl28	295358.mhp193	295358.mhp259	0	0	0	0	0.733	0.999	0	0	0.999
rpl22	rps5	295358.mhp193	295358.mhp205	0.841	0	0	0	0.999	0.999	0.479	0	0.999
rpl22	rplI	295358.mhp193	295358.mhp665	0.080	0	0	0	0.633	0.999	0.852	0	0.999
rpl22	rpoA	295358.mhp193	295358.mhp213	0.618	0	0	0	0.991	0.608	0	0	0.998
rpl22	rpmE	295358.mhp193	295358.mhp455	0.097	0	0	0	0.107	0.999	0	0	0.999
rpl22	rpsI	295358.mhp193	295358.mhp671	0.475	0	0	0	0.849	0.999	0.547	0	0.999
rpl23	rpsB	295358.mhp189	295358.mhp058	0.193	0	0	0	0.846	0.999	0.547	0	0.999
rpl23	tsf	295358.mhp189	295358.mhp059	0.186	0	0	0	0.727	0	0	0	0.768
rpl23	rpsG	295358.mhp189	295358.mhp084	0.475	0	0	0	0.847	0.999	0	0	0.999
rpl23	rpsL	295358.mhp189	295358.mhp085	0.475	0	0	0	0.846	0.999	0	0	0.999
rpl23	rpsP	295358.mhp189	295358.mhp094	0.080	0	0	0	0.735	0.999	0	0	0.999
rpl23	trmD	295358.mhp189	295358.mhp095	0.082	0	0	0	0.740	0	0	0	0.751
rpl23	rplS	295358.mhp189	295358.mhp096	0.059	0	0	0	0.485	0.999	0	0	0.999
rpl23	smpB	295358.mhp189	295358.mhp110	0.081	0	0	0	0	0.950	0	0	0.952
rpl23	rpsT	295358.mhp189	295358.mhp135	0.095	0	0	0	0.156	0.999	0	0	0.999
rpl23	rps10	295358.mhp189	295358.mhp186	0.919	0	0	0	0.999	0.999	0.479	0	0.999
rpl23	rpl3	295358.mhp189	295358.mhp187	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl23	rpl4	295358.mhp189	295358.mhp188	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl23	secA	295358.mhp189	295358.mhp295	0.095	0	0	0	0	0.608	0	0	0.630
rpl23	rpoC	295358.mhp189	295358.mhp635	0.475	0	0	0	0.238	0.608	0	0	0.829
rpl23	rpoB	295358.mhp189	295358.mhp636	0.475	0	0	0	0.739	0.608	0	0	0.941
rpl23	tig	295358.mhp189	295358.mhp233	0.095	0	0	0	0.412	0.950	0	0	0.971
rpl23	tuf	295358.mhp189	295358.mhp540	0.475	0	0	0	0.418	0.935	0	0	0.978
rpl23	secY	295358.mhp189	295358.mhp207	0.523	0	0	0	0.841	0.757	0	0	0.979
rpl23	rpoA	295358.mhp189	295358.mhp213	0.523	0	0	0	0.874	0.611	0	0	0.974
rpl23	rpmG	295358.mhp189	295358.mhp679	0.185	0	0	0	0.521	0.999	0	0	0.999
rpl23	rplK	295358.mhp189	295358.mhp459	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl23	rpl27	295358.mhp189	295358.mhp249	0.060	0	0	0	0.448	0.999	0	0	0.999
rpl23	rps8	295358.mhp189	295358.mhp202	0.523	0	0	0	0.849	0.999	0	0	0.999
rpl23	rpl24	295358.mhp189	295358.mhp199	0.523	0	0	0	0.955	0.999	0.999	0	0.999
rpl23	rpl35	295358.mhp189	295358.mhp257	0.067	0	0	0	0.260	0.999	0	0	0.999
rpl23	rps3	295358.mhp189	295358.mhp194	0.523	0	0	0	0.999	0.999	0.547	0	0.999
rpl23	rplM	295358.mhp189	295358.mhp672	0.475	0	0	0	0.848	0.999	0.999	0	0.999
rpl23	rps18	295358.mhp189	295358.mhp305	0.060	0	0	0	0.847	0.999	0	0	0.999
rpl23	rpl28	295358.mhp189	295358.mhp259	0	0	0	0	0.471	0.999	0	0	0.999
rpl23	rplI	295358.mhp189	295358.mhp665	0.082	0	0	0	0.385	0.999	0	0	0.999
rpl23	rps5	295358.mhp189	295358.mhp205	0.523	0	0	0	0.951	0.999	0.479	0	0.999
rpl23	rpmE	295358.mhp189	295358.mhp455	0.096	0	0	0	0.115	0.999	0	0	0.999
rpl23	rpsI	295358.mhp189	295358.mhp671	0.475	0	0	0	0.816	0.999	0	0	0.999
rpl23	rpl5	295358.mhp189	295358.mhp200	0.523	0	0	0	0.945	0.999	0.999	0	0.999
rpl23	rplA	295358.mhp189	295358.mhp458	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl23	rps15	295358.mhp189	295358.mhp276	0.066	0	0	0	0.846	0.999	0.547	0	0.999
rpl23	rps14	295358.mhp189	295358.mhp201	0.523	0	0	0	0.935	0.999	0.479	0	0.999
rpl23	rplJ	295358.mhp189	295358.mhp638	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl23	rpsD	295358.mhp189	295358.mhp593	0.475	0	0	0	0.989	0.999	0	0	0.999
rpl23	rpl29	295358.mhp189	295358.mhp196	0.523	0	0	0	0.849	0.999	0.999	0	0.999
rpl23	rplL	295358.mhp189	295358.mhp637	0.475	0	0	0	0.753	0.999	0	0	0.999
rpl23	rpsF	295358.mhp189	295358.mhp307	0.060	0	0	0	0.820	0.999	0	0	0.999
rpl23	rpmH	295358.mhp189	295358.mhp699	0	0	0	0	0.186	0.999	0	0	0.999
rpl23	rps19	295358.mhp189	295358.mhp191	0.770	0	0	0	0.999	0.999	0	0	0.999
rpl23	rps17	295358.mhp189	295358.mhp197	0.523	0	0	0	0.906	0.999	0.547	0	0.999
rpl23	rpl6	295358.mhp189	295358.mhp203	0.523	0	0	0	0.927	0.999	0.999	0	0.999
rpl23	rps11	295358.mhp189	295358.mhp212	0.523	0	0	0	0.997	0.999	0.479	0	0.999
rpl23	rps13	295358.mhp189	295358.mhp211	0.523	0	0	0	0.922	0.999	0	0	0.999
rpl24	rpsB	295358.mhp199	295358.mhp058	0.157	0	0	0	0.847	0.999	0.547	0	0.999
rpl24	tsf	295358.mhp199	295358.mhp059	0.169	0	0	0	0.791	0	0	0	0.818
rpl24	rpsG	295358.mhp199	295358.mhp084	0.475	0	0	0	0.877	0.999	0	0	0.999
rpl24	rpsL	295358.mhp199	295358.mhp085	0.475	0	0	0	0.848	0.999	0	0	0.999
rpl24	rpsP	295358.mhp199	295358.mhp094	0.095	0	0	0	0.732	0.999	0	0	0.999
rpl24	trmD	295358.mhp199	295358.mhp095	0.080	0	0	0	0.737	0	0	0	0.747
rpl24	rplS	295358.mhp199	295358.mhp096	0.060	0	0	0	0.466	0.999	0.999	0	0.999
rpl24	smpB	295358.mhp199	295358.mhp110	0.082	0	0	0	0.072	0.952	0	0	0.955
rpl24	rpsT	295358.mhp199	295358.mhp135	0.203	0	0	0	0.101	0.999	0	0	0.999
rpl24	thdF	295358.mhp199	295358.mhp172	0	0	0	0	0.115	0.458	0	0	0.499
rpl24	rps10	295358.mhp199	295358.mhp186	0.523	0	0	0	0.893	0.999	0.479	0	0.999
rpl24	rpl3	295358.mhp199	295358.mhp187	0.523	0	0	0	0.992	0.999	0.999	0	0.999
rpl24	rpl4	295358.mhp199	295358.mhp188	0.523	0	0	0	0.999	0.999	0.999	0	0.999
rpl24	rps19	295358.mhp199	295358.mhp191	0.523	0	0	0	0.999	0.999	0	0	0.999
rpl24	rps3	295358.mhp199	295358.mhp194	0.919	0	0	0	0.999	0.999	0.547	0	0.999
rpl24	rpl29	295358.mhp199	295358.mhp196	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl24	rps17	295358.mhp199	295358.mhp197	0.919	0	0	0	0.999	0.999	0.547	0	0.999
rpl24	spoU	295358.mhp199	295358.mhp238	0.142	0	0	0	0.071	0.350	0	0	0.436
rpl24	secA	295358.mhp199	295358.mhp295	0.066	0	0	0	0.107	0.608	0	0	0.644
rpl24	rpoC	295358.mhp199	295358.mhp635	0.475	0	0	0	0.397	0.608	0	0	0.865
rpl24	thrS	295358.mhp199	295358.mhp608	0.062	0	0	0	0.115	0.497	0.851	0	0.929
rpl24	rpoB	295358.mhp199	295358.mhp636	0.475	0	0	0	0.840	0.608	0	0	0.964
rpl24	tig	295358.mhp199	295358.mhp233	0.096	0	0	0	0.263	0.950	0	0	0.963
rpl24	tuf	295358.mhp199	295358.mhp540	0.475	0	0	0	0.497	0.935	0	0	0.981
rpl24	rpoA	295358.mhp199	295358.mhp213	0.618	0	0	0	0.961	0.612	0	0	0.993
rpl24	secY	295358.mhp199	295358.mhp207	0.730	0	0	0	0.954	0.755	0	0	0.996
rpl24	rpsF	295358.mhp199	295358.mhp307	0.060	0	0	0	0.811	0.999	0	0	0.999
rpl24	rplL	295358.mhp199	295358.mhp637	0.475	0	0	0	0.831	0.999	0.852	0	0.999
rpl24	rpmH	295358.mhp199	295358.mhp699	0	0	0	0	0.107	0.999	0	0	0.999
rpl24	rpsD	295358.mhp199	295358.mhp593	0.475	0	0	0	0.893	0.999	0	0	0.999
rpl24	rplJ	295358.mhp199	295358.mhp638	0.475	0	0	0	0.870	0.999	0.999	0	0.999
rpl24	rps14	295358.mhp199	295358.mhp201	0.841	0	0	0	0.966	0.999	0.479	0	0.999
rpl24	rps15	295358.mhp199	295358.mhp276	0.078	0	0	0	0.843	0.999	0.547	0	0.999
rpl24	rpl5	295358.mhp199	295358.mhp200	0.919	0	0	0	0.999	0.999	0.999	0	0.999
rpl24	rplA	295358.mhp199	295358.mhp458	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl24	rps13	295358.mhp199	295358.mhp211	0.618	0	0	0	0.918	0.999	0	0	0.999
rpl24	rps11	295358.mhp199	295358.mhp212	0.618	0	0	0	0.987	0.999	0.479	0	0.999
rpl24	rpl6	295358.mhp199	295358.mhp203	0.841	0	0	0	0.999	0.999	0.999	0	0.999
rpl24	rplM	295358.mhp199	295358.mhp672	0.475	0	0	0	0.847	0.999	0.999	0	0.999
rpl24	rpl35	295358.mhp199	295358.mhp257	0.064	0	0	0	0.496	0.999	0	0	0.999
rpl24	rpl27	295358.mhp199	295358.mhp249	0	0	0	0	0.736	0.999	0.852	0	0.999
rpl24	rps8	295358.mhp199	295358.mhp202	0.841	0	0	0	0.999	0.999	0	0	0.999
rpl24	rpmG	295358.mhp199	295358.mhp679	0.196	0	0	0	0.401	0.999	0.851	0	0.999
rpl24	rplK	295358.mhp199	295358.mhp459	0.475	0	0	0	0.846	0.999	0.999	0	0.999
rpl24	rpsI	295358.mhp199	295358.mhp671	0.475	0	0	0	0.745	0.999	0	0	0.999
rpl24	rpmE	295358.mhp199	295358.mhp455	0.149	0	0	0	0.187	0.999	0	0	0.999
rpl24	rps5	295358.mhp199	295358.mhp205	0.841	0	0	0	0.999	0.999	0.479	0	0.999
rpl24	rplI	295358.mhp199	295358.mhp665	0.078	0	0	0	0.443	0.999	0.852	0	0.999
rpl24	rpl28	295358.mhp199	295358.mhp259	0.131	0	0	0	0.486	0.999	0	0	0.999
rpl24	rps18	295358.mhp199	295358.mhp305	0.095	0	0	0	0.736	0.999	0	0	0.999
rpl27	rpsB	295358.mhp249	295358.mhp058	0.096	0	0	0	0.769	0.999	0	0	0.999
rpl27	tsf	295358.mhp249	295358.mhp059	0.096	0	0	0	0.640	0	0	0	0.660
rpl27	rpoD	295358.mhp249	295358.mhp063	0.475	0	0	0	0.100	0.123	0	0	0.549
rpl27	rpsG	295358.mhp249	295358.mhp084	0.095	0	0	0	0.785	0.999	0	0	0.999
rpl27	rpsL	295358.mhp249	295358.mhp085	0.095	0	0	0	0.716	0.999	0	0	0.999
rpl27	rpsP	295358.mhp249	295358.mhp094	0.213	0	0	0	0.843	0.999	0	0	0.999
rpl27	trmD	295358.mhp249	295358.mhp095	0.189	0	0	0	0.388	0	0	0	0.482
rpl27	rplS	295358.mhp249	295358.mhp096	0.203	0	0	0	0.813	0.999	0.852	0	0.999
rpl27	smpB	295358.mhp249	295358.mhp110	0.124	0	0	0	0.070	0.950	0	0	0.955
rpl27	serS	295358.mhp249	295358.mhp128	0.475	0	0	0	0.115	0	0	0	0.515
rpl27	rpsT	295358.mhp249	295358.mhp135	0.096	0	0	0	0.599	0.999	0	0	0.999
rpl27	secD	295358.mhp249	295358.mhp139	0.560	0	0	0	0.104	0	0	0	0.588
rpl27	rps10	295358.mhp249	295358.mhp186	0.065	0	0	0	0.825	0.999	0	0	0.999
rpl27	rpl3	295358.mhp249	295358.mhp187	0.060	0	0	0	0.814	0.999	0.852	0	0.999
rpl27	rpl4	295358.mhp249	295358.mhp188	0.060	0	0	0	0.818	0.999	0.852	0	0.999
rpl27	rps19	295358.mhp249	295358.mhp191	0	0	0	0	0.205	0.999	0	0	0.999
rpl27	rps3	295358.mhp249	295358.mhp194	0.059	0	0	0	0.539	0.999	0	0	0.999
rpl27	rpl29	295358.mhp249	295358.mhp196	0	0	0	0	0.390	0.999	0	0	0.999
rpl27	rps17	295358.mhp249	295358.mhp197	0.059	0	0	0	0.558	0.999	0	0	0.999
rpl27	rpl5	295358.mhp249	295358.mhp200	0.059	0	0	0	0.809	0.999	0	0	0.999
rpl27	rps14	295358.mhp249	295358.mhp201	0	0	0	0	0.738	0.999	0	0	0.999
rpl27	rps8	295358.mhp249	295358.mhp202	0	0	0	0	0.390	0.999	0	0	0.999
rpl27	rpl6	295358.mhp249	295358.mhp203	0.059	0	0	0	0.494	0.999	0	0	0.999
rpl27	rps5	295358.mhp249	295358.mhp205	0.059	0	0	0	0.759	0.999	0	0	0.999
rpl27	secY	295358.mhp249	295358.mhp207	0.061	0	0	0	0.235	0.608	0	0	0.693
rpl27	rps13	295358.mhp249	295358.mhp211	0	0	0	0	0.732	0.999	0	0	0.999
rpl27	rps11	295358.mhp249	295358.mhp212	0	0	0	0	0.513	0.999	0	0	0.999
rpl27	rpoA	295358.mhp249	295358.mhp213	0.067	0	0	0	0.269	0.616	0	0	0.715
rpl27	tig	295358.mhp249	295358.mhp233	0.186	0	0	0	0.391	0	0	0	0.483
rpl27	ruvB	295358.mhp249	295358.mhp422	0.475	0	0	0	0	0	0	0	0.475
rpl27	ruvA	295358.mhp249	295358.mhp421	0.475	0	0	0	0	0	0	0	0.475
rpl27	valS	295358.mhp249	295358.mhp694	0.475	0	0	0	0.115	0	0	0	0.515
rpl27	ung	295358.mhp249	295358.mhp251	0.596	0	0	0	0.100	0	0	0	0.621
rpl27	secA	295358.mhp249	295358.mhp295	0.201	0	0	0	0.237	0.608	0	0	0.740
rpl27	rpoC	295358.mhp249	295358.mhp635	0.096	0	0	0	0.105	0.608	0	0	0.655
rpl27	rpoB	295358.mhp249	295358.mhp636	0.096	0	0	0	0.138	0.608	0	0	0.667
rpl27	thrS	295358.mhp249	295358.mhp608	0.128	0	0	0	0.203	0.569	0.851	0	0.949
rpl27	tuf	295358.mhp249	295358.mhp540	0.061	0	0	0	0.769	0.935	0	0	0.984
rpl27	rps18	295358.mhp249	295358.mhp305	0.064	0	0	0	0.813	0.999	0	0	0.999
rpl27	rpl28	295358.mhp249	295358.mhp259	0.186	0	0	0	0.841	0.999	0	0	0.999
rpl27	rplI	295358.mhp249	295358.mhp665	0.081	0	0	0	0.824	0.999	0.852	0	0.999
rpl27	rpmE	295358.mhp249	295358.mhp455	0.475	0	0	0	0.482	0.999	0	0	0.999
rpl27	rpsI	295358.mhp249	295358.mhp671	0.475	0	0	0	0.833	0.999	0	0	0.999
rpl27	rpmG	295358.mhp249	295358.mhp679	0.065	0	0	0	0.820	0.999	0.851	0	0.999
rpl27	rplK	295358.mhp249	295358.mhp459	0.186	0	0	0	0.805	0.999	0.852	0	0.999
rpl27	rpl35	295358.mhp249	295358.mhp257	0.068	0	0	0	0.788	0.999	0	0	0.999
rpl27	rplM	295358.mhp249	295358.mhp672	0.475	0	0	0	0.833	0.999	0.852	0	0.999
rpl27	rplA	295358.mhp249	295358.mhp458	0.185	0	0	0	0.803	0.999	0.852	0	0.999
rpl27	rps15	295358.mhp249	295358.mhp276	0.138	0	0	0	0.808	0.999	0	0	0.999
rpl27	rpsD	295358.mhp249	295358.mhp593	0.079	0	0	0	0.736	0.999	0	0	0.999
rpl27	rplJ	295358.mhp249	295358.mhp638	0.095	0	0	0	0.757	0.999	0	0	0.999
rpl27	rplL	295358.mhp249	295358.mhp637	0.096	0	0	0	0.828	0.999	0.852	0	0.999
rpl27	rpsF	295358.mhp249	295358.mhp307	0.079	0	0	0	0.737	0.999	0	0	0.999
rpl27	rpmH	295358.mhp249	295358.mhp699	0.119	0	0	0	0.472	0.999	0	0	0.999
rpl28	rpsB	295358.mhp259	295358.mhp058	0.097	0	0	0	0.464	0.999	0	0	0.999
rpl28	tsf	295358.mhp259	295358.mhp059	0.122	0	0	0	0.746	0	0	0	0.767
rpl28	rpsG	295358.mhp259	295358.mhp084	0.115	0	0	0	0.493	0.999	0	0	0.999
rpl28	rpsL	295358.mhp259	295358.mhp085	0.125	0	0	0	0.477	0.999	0	0	0.999
rpl28	rpsP	295358.mhp259	295358.mhp094	0.118	0	0	0	0.497	0.999	0	0	0.999
rpl28	trmD	295358.mhp259	295358.mhp095	0.096	0	0	0	0.388	0	0	0	0.423
